Dataset Size,Known Datasets,Training Size,Eval Size,F1,P-value,TPR,FPR,AUC,Chunk-level AUC,Seed
20,1000,2000,2000,37.57663438440697,-17.165202314212298,99.4,95.89999999999999,0.47451,0.49192507360355814,670487
20,1000,2000,2000,52.92633996658742,-1.1378168177811818,69.5,61.4,0.536673,0.5021917214875805,116739
20,1000,2000,2000,36.336798870491585,-2.150456133404296,97.39999999999999,96.6,0.41485600000000006,0.49204822629765954,26225
20,1000,2000,2000,56.84196302026646,-2.982866143653263,80.10000000000001,62.5,0.595485,0.5108332246145315,777572
20,1000,2000,2000,55.47492907577385,-0.27921060015772514,60.9,49.7,0.572444,0.5074998008370667,288389
20,900,2000,2000,39.32890181520342,-6.8416554400867895,97.7,93.7,0.462422,0.491738926300896,670487
20,900,2000,2000,53.127953127953134,-1.2822026640803266,75.3,65.2,0.5617819999999999,0.5005008392989128,116739
20,900,2000,2000,34.16330666441494,-2.6861075161610874,99.3,99.1,0.411209,0.49395258513198653,26225
20,900,2000,2000,57.61749791871641,-2.1515906652841226,67.5,51.5,0.5959639999999999,0.5078546909346353,777572
20,900,2000,2000,54.64699688217408,-0.8468019818469165,72.89999999999999,61.0,0.560789,0.5051238334415672,288389
20,800,2000,2000,41.39976186654821,-6.0479422769908515,97.2,91.4,0.48926000000000003,0.4945633937848851,670487
20,800,2000,2000,42.756644183585465,-10.754191018303503,99.5,90.7,0.542201,0.4969804321753745,116739
20,800,2000,2000,34.52572689084874,-2.5954632024376854,99.0,98.7,0.428817,0.4929850521444241,26225
20,800,2000,2000,56.090709572606926,-2.3233944065582546,70.0,56.3,0.589866,0.5096491217636075,777572
20,800,2000,2000,52.985238161643124,-1.3555189271272647,80.0,68.5,0.561133,0.5056580130737641,288389
20,700,2000,2000,39.81889328225195,-19.55433388979011,99.8,93.8,0.48836399999999996,0.49357219086668486,670487
20,700,2000,2000,41.33176884716926,-15.285217172623463,99.9,92.30000000000001,0.537446,0.4987618439752111,116739
20,700,2000,2000,36.51038265389785,-1.8082197380060194,96.5,96.2,0.441673,0.49442401545285214,26225
20,700,2000,2000,56.71960634355475,-1.848192361958568,59.4,45.9,0.583082,0.5090343680407254,777572
20,700,2000,2000,54.77963389652098,-0.530740411332659,64.2,53.900000000000006,0.559627,0.5072738055526922,288389
20,600,2000,2000,39.1417572463768,-17.73107242757319,99.9,94.5,0.499763,0.4965253028798997,670487
20,600,2000,2000,47.195885087858244,-2.376256107271725,90.8,82.3,0.531273,0.49743104608580224,116739
20,600,2000,2000,33.33333333333333,inf,0.0,0.0,0.4289140000000001,0.49370254284977433,26225
20,600,2000,2000,55.863730298517936,-2.30842769469332,74.6,60.199999999999996,0.576835,0.5064012263424091,777572
20,600,2000,2000,54.673110435291285,-0.9676625534176423,69.89999999999999,58.699999999999996,0.561852,0.5078339552027445,288389
20,500,2000,2000,39.94693819016206,-17.227248080401623,99.9,93.7,0.497128,0.49604820914291625,670487
20,500,2000,2000,43.66560445788325,-5.2250645476993185,97.89999999999999,89.2,0.5324030000000001,0.4966561941954337,116739
20,500,2000,2000,34.85871953934595,-2.598216357502146,98.6,98.3,0.402835,0.49386783041924853,26225
20,500,2000,2000,53.13038341001809,-2.2901200620302675,73.0,63.6,0.558603,0.5088159400394956,777572
20,500,2000,2000,55.002569996073646,-1.409720714973174,72.89999999999999,60.4,0.57623,0.5088108783500433,288389
20,400,2000,2000,42.576661985018724,-4.247359786602701,95.3,89.5,0.495328,0.49658586505058366,670487
20,400,2000,2000,47.46605536942338,-2.1133003499214795,87.2,80.30000000000001,0.531473,0.49694568995972377,116739
20,400,2000,2000,34.295243925608496,-3.257014907535615,99.4,99.0,0.423721,0.49603825216222214,26225
20,400,2000,2000,54.79166666666666,-2.443625472758108,76.6,63.4,0.57595,0.5085885868994681,777572
20,400,2000,2000,56.474363098301595,-0.7694861666536233,63.9,50.5,0.5913550000000001,0.5068631080105614,288389
20,300,2000,2000,46.37437001969021,-1.9349560852372223,87.6,81.89999999999999,0.495533,0.49568172282236067,670487
20,300,2000,2000,39.846849694958195,-12.007364382629355,99.9,93.8,0.502181,0.4972851211383399,116739
20,300,2000,2000,35.2910602910603,-2.801935427865069,98.2,97.8,0.442873,0.4975371412670918,26225
20,300,2000,2000,53.36182626044661,-2.7423151560435532,77.8,66.5,0.570663,0.5081488635048615,777572
20,300,2000,2000,48.880473649454395,-4.212957654424109,93.5,81.39999999999999,0.5676840000000001,0.5067647466268581,288389
20,200,2000,2000,40.74198678737461,-11.284533756693998,99.9,92.9,0.49877199999999994,0.49419482606806225,670487
20,200,2000,2000,40.51563950947399,-9.14978237114026,99.8,93.10000000000001,0.529415,0.49748734261098065,116739
20,200,2000,2000,42.9926436251827,-1.329546900277178,87.3,86.0,0.45080699999999996,0.4972404519584961,26225
