Dataset Size,Known Datasets,Training Size,Eval Size,F1,P-value,TPR,FPR,AUC,Chunk-level AUC,Seed
70,1000,2000,2000,43.2281360103306,-16.18993802752082,99.8,90.3,0.48412599999999995,0.49192507360355814,670487
70,1000,2000,2000,55.50987980961961,-13.04172962919139,99.6,75.9,0.626061,0.5021917214875805,116739
70,1000,2000,2000,33.77264147819464,-3.082918634844091,99.5,99.5,0.340818,0.49204822629765954,26225
70,1000,2000,2000,65.39149271619101,-5.776779694871882,82.0,49.5,0.721406,0.5108332246145315,777572
70,1000,2000,2000,62.05278794840893,-1.42923518919563,71.2,46.5,0.6655449999999999,0.5074998008370667,288389
70,900,2000,2000,47.92110260733335,-18.095475817966822,99.9,85.2,0.49423,0.491738926300896,670487
70,900,2000,2000,56.78368671069401,-12.252855767126235,99.7,74.3,0.6393329999999999,0.5005008392989128,116739
70,900,2000,2000,33.33333333333333,inf,0.0,0.0,0.327845,0.49395258513198653,26225
70,900,2000,2000,64.12468893417243,-6.871803103049498,83.39999999999999,52.800000000000004,0.698062,0.5078546909346353,777572
70,900,2000,2000,61.05246715664514,-1.929133773394161,78.5,54.300000000000004,0.652984,0.5051238334415672,288389
70,800,2000,2000,50.08626395685717,-17.173155821132532,99.9,82.69999999999999,0.535425,0.4945633937848851,670487
70,800,2000,2000,56.93641986527582,-11.157303574608317,99.7,74.1,0.623097,0.4969804321753745,116739
70,800,2000,2000,33.33333333333333,inf,0.0,0.0,0.33236699999999997,0.4929850521444241,26225
70,800,2000,2000,63.69586285374924,-6.047344087260766,77.2,48.6,0.700232,0.5096491217636075,777572
70,800,2000,2000,62.90250779047336,-2.1241630924700066,81.2,53.2,0.6776789999999999,0.5056580130737641,288389
70,700,2000,2000,50.220771180775955,-14.87779127940026,99.8,82.5,0.521204,0.49357219086668486,670487
70,700,2000,2000,55.079260539119055,-12.883333937947631,99.7,76.5,0.61227,0.4987618439752111,116739
70,700,2000,2000,33.51028462917356,-3.3415144333605333,99.8,99.8,0.34512800000000005,0.49442401545285214,26225
70,700,2000,2000,58.105362427406334,-21.500148118477252,99.6,72.5,0.673831,0.5090343680407254,777572
70,700,2000,2000,60.45693153729105,-2.6294549216377425,86.2,60.9,0.6578769999999999,0.5072738055526922,288389
70,600,2000,2000,51.36140270368459,-14.62910442400162,99.7,81.10000000000001,0.528064,0.4965253028798997,670487
70,600,2000,2000,56.89954814042405,-11.459494135952445,99.8,74.2,0.6308440000000001,0.49743104608580224,116739
70,600,2000,2000,33.33333333333333,inf,0.0,0.0,0.30962500000000004,0.49370254284977433,26225
70,600,2000,2000,60.104615827654214,-19.21832745724341,99.8,69.89999999999999,0.660258,0.5064012263424091,777572
70,600,2000,2000,57.99824580908967,-4.843677168213528,95.7,70.5,0.665388,0.5078339552027445,288389
70,500,2000,2000,50.727844559252766,-12.277695307955076,99.8,81.89999999999999,0.525575,0.49604820914291625,670487
70,500,2000,2000,53.284899432441094,-9.086735403677258,99.8,78.8,0.5970139999999999,0.4966561941954337,116739
70,500,2000,2000,33.42201520907484,-3.410954821797994,99.9,99.9,0.305133,0.49386783041924853,26225
70,500,2000,2000,58.80889041448554,-17.4413574980062,99.5,71.5,0.6692019999999999,0.5088159400394956,777572
70,500,2000,2000,61.746426425759104,-3.479975020659484,87.3,59.599999999999994,0.684006,0.5088108783500433,288389
70,400,2000,2000,51.19471276054905,-10.27440054096613,99.7,81.3,0.5437249999999999,0.49658586505058366,670487
70,400,2000,2000,54.13011287520685,-9.508947532359427,99.7,77.7,0.596403,0.49694568995972377,116739
70,400,2000,2000,33.53273512794949,-4.0593104595366505,99.9,99.8,0.341384,0.49603825216222214,26225
70,400,2000,2000,57.125241676114136,-16.361884945604924,99.6,73.8,0.651388,0.5085885868994681,777572
70,400,2000,2000,56.80872947406853,-6.628322677133015,98.8,73.8,0.6589529999999999,0.5068631080105614,288389
70,300,2000,2000,50.714421644261606,-3.3151537307574923,95.89999999999999,80.2,0.5422480000000001,0.49568172282236067,670487
70,300,2000,2000,52.916563881667585,-8.195307487145847,99.9,79.3,0.5923780000000001,0.4972851211383399,116739
70,300,2000,2000,34.10074786067034,-3.300946048481958,99.5,99.2,0.33759,0.4975371412670918,26225
70,300,2000,2000,56.05193071067278,-16.14348432019488,99.4,75.1,0.641262,0.5081488635048615,777572
70,300,2000,2000,62.227359014424636,-4.290633714827658,91.5,61.7,0.694687,0.5067647466268581,288389
70,200,2000,2000,52.560769654073134,-8.08881872239718,99.6,79.60000000000001,0.534479,0.49419482606806225,670487
70,200,2000,2000,54.40679479767427,-3.2036670068587387,99.8,77.4,0.610085,0.49748734261098065,116739
70,200,2000,2000,33.643264059915204,-3.3346500098249408,99.9,99.7,0.343228,0.4972404519584961,26225
70,200,2000,2000,59.21268044999373,-12.327250837597385,97.8,70.0,0.67671,0.509146797048265,777572
70,200,2000,2000,62.10766520939719,-2.8056928642574466,86.0,58.099999999999994,0.691511,0.5059464967664717,288389
70,100,2000,2000,51.8954360571425,-0.8915897116006973,99.8,80.5,0.5619339999999999,0.4937194718630067,670487
70,100,2000,2000,55.39401373724983,-6.725883118883695,98.9,75.7,0.613401,0.49734556734612684,116739
70,100,2000,2000,33.42201520907484,-3.972335578732262,99.9,99.9,0.34828000000000003,0.4962940550326218,26225
70,100,2000,2000,55.6253596277041,-9.543477637759938,94.3,73.0,0.6190899999999999,0.5082480408652155,777572
