Dataset Size,Known Datasets,Training Size,Eval Size,F1,P-value,TPR,FPR,AUC,Chunk-level AUC,Seed
50,1000,2000,2000,40.54416127077286,-20.689612700826704,99.9,93.10000000000001,0.47186300000000003,0.49192507360355814,670487
50,1000,2000,2000,51.43395436466401,-14.347354941441397,99.9,81.10000000000001,0.6153109999999999,0.5021917214875805,116739
50,1000,2000,2000,33.7536026046728,-3.0975554495133366,99.9,99.6,0.37710499999999997,0.49204822629765954,26225
50,1000,2000,2000,61.95652173913042,-3.520189091812211,70.19999999999999,45.800000000000004,0.6683330000000001,0.5108332246145315,777572
50,1000,2000,2000,59.848303590826724,-0.5376600275290301,60.5,40.8,0.6361640000000001,0.5074998008370667,288389
50,900,2000,2000,44.759011186300235,-16.83501707059556,99.9,88.7,0.47530300000000003,0.491738926300896,670487
50,900,2000,2000,51.5172384314661,-13.068379824229558,99.9,81.0,0.598776,0.5005008392989128,116739
50,900,2000,2000,33.33333333333333,inf,0.0,0.0,0.36740399999999995,0.49395258513198653,26225
50,900,2000,2000,58.42785268402223,-7.71972080505262,90.8,67.0,0.660936,0.5078546909346353,777572
50,900,2000,2000,58.81795038186991,-1.6923227003693047,80.0,59.199999999999996,0.6226590000000001,0.5051238334415672,288389
50,800,2000,2000,49.83200092689143,-5.157696584207379,93.7,80.30000000000001,0.537042,0.4945633937848851,670487
50,800,2000,2000,51.84049762839689,-9.63477819055388,99.2,80.30000000000001,0.5907199999999999,0.4969804321753745,116739
50,800,2000,2000,33.33333333333333,inf,0.0,0.0,0.369888,0.4929850521444241,26225
50,800,2000,2000,60.31746031746032,-7.507073558972869,89.0,63.0,0.6843460000000001,0.5096491217636075,777572
50,800,2000,2000,59.96873603947722,-1.1237608956287837,72.6,51.5,0.636347,0.5056580130737641,288389
50,700,2000,2000,45.6463768115942,-15.251637039750113,99.8,87.7,0.502194,0.49357219086668486,670487
50,700,2000,2000,49.96569937704281,-13.669949630745474,99.8,82.8,0.586789,0.4987618439752111,116739
50,700,2000,2000,33.33333333333333,inf,0.0,0.0,0.378537,0.49442401545285214,26225
50,700,2000,2000,61.69019268932847,-3.589430188299393,63.3,39.900000000000006,0.660065,0.5090343680407254,777572
50,700,2000,2000,53.83147810559692,-3.572072589149793,93.30000000000001,74.9,0.616276,0.5072738055526922,288389
50,600,2000,2000,45.95213953860423,-15.389289426256136,99.9,87.4,0.48942099999999994,0.4965253028798997,670487
50,600,2000,2000,50.34115625651773,-12.927073746289208,99.9,82.39999999999999,0.588754,0.49743104608580224,116739
50,600,2000,2000,34.225232162215455,-2.3569921582155597,99.1,99.0,0.329329,0.49370254284977433,26225
50,600,2000,2000,53.48390481045578,-20.47722845562253,99.9,78.60000000000001,0.641394,0.5064012263424091,777572
50,600,2000,2000,57.98860635942764,-2.9353829935851725,87.5,65.60000000000001,0.634153,0.5078339552027445,288389
50,500,2000,2000,46.91100289411752,-13.998150935434289,99.8,86.3,0.501939,0.49604820914291625,670487
50,500,2000,2000,48.0091533180778,-10.734513101383815,99.9,85.1,0.573743,0.4966561941954337,116739
50,500,2000,2000,33.81822425940072,-3.180992299825064,99.7,99.5,0.35080300000000003,0.49386783041924853,26225
50,500,2000,2000,52.99792343284675,-18.431635504117942,99.9,79.2,0.636013,0.5088159400394956,777572
50,500,2000,2000,55.52605376700963,-3.970171646243933,90.8,71.2,0.633382,0.5088108783500433,288389
50,400,2000,2000,44.94404923468501,-12.183027470261312,99.9,88.5,0.525718,0.49658586505058366,670487
50,400,2000,2000,47.88710907704043,-9.953442061626935,99.8,85.2,0.562179,0.49694568995972377,116739
50,400,2000,2000,33.33333333333333,inf,0.0,0.0,0.3684200000000001,0.49603825216222214,26225
50,400,2000,2000,57.12891208637966,-5.104845998473365,83.89999999999999,64.60000000000001,0.621791,0.5085885868994681,777572
50,400,2000,2000,53.828230279017085,-4.0502472530448745,93.10000000000001,74.8,0.613404,0.5068631080105614,288389
50,300,2000,2000,50.27867102867626,-1.84031950476007,87.7,76.8,0.512767,0.49568172282236067,670487
50,300,2000,2000,47.47899159663866,-8.642283888518806,99.9,85.7,0.5342100000000001,0.4972851211383399,116739
50,300,2000,2000,33.643264059915204,-3.6800502011137515,99.9,99.7,0.370563,0.4975371412670918,26225
50,300,2000,2000,58.714881750366224,-3.9282641640932203,74.7,55.400000000000006,0.611342,0.5081488635048615,777572
50,300,2000,2000,61.50051370392989,-1.7911906719167652,69.8,46.300000000000004,0.656517,0.5067647466268581,288389
50,200,2000,2000,46.966986796005905,-10.760215326839871,99.7,86.2,0.514588,0.49419482606806225,670487
50,200,2000,2000,49.598091335587505,-5.751565587757996,99.0,82.89999999999999,0.587255,0.49748734261098065,116739
50,200,2000,2000,34.35691337910791,-2.8057706216810017,99.2,98.9,0.39339100000000005,0.4972404519584961,26225
50,200,2000,2000,53.37677957325312,-13.175403734362384,99.4,78.5,0.628282,0.509146797048265,777572
50,200,2000,2000,59.9995894826455,-0.8212210760616435,63.6,43.5,0.6394169999999999,0.5059464967664717,288389
50,100,2000,2000,50.89359818513805,0.045807101343338416,93.8,79.0,0.547312,0.4937194718630067,670487
50,100,2000,2000,48.48424446137364,-7.8775021776285215,99.5,84.39999999999999,0.565455,0.49734556734612684,116739
50,100,2000,2000,34.10074786067034,-3.033007411538541,99.5,99.2,0.389592,0.4962940550326218,26225
50,100,2000,2000,52.59261290097796,-6.271322080025153,93.8,76.8,0.608671,0.5082480408652155,777572
50,100,2000,2000,59.34959349593496,-2.8920638234381446,84.5,61.5,0.660037,0.5073362204906138,288389
50,90,2000,2000,49.643394197298335,-2.166827297020057,93.4,80.4,0.531046,0.49380437144247535,670487
50,90,2000,2000,56.150538948998516,-2.8090168777686486,87.9,68.60000000000001,0.5918340000000001,0.49785664549704006,116739
50,90,2000,2000,33.33333333333333,inf,0.0,0.0,0.364209,0.49579829454169905,26225
50,90,2000,2000,58.508141646975616,-3.2835082964669686,51.9,34.5,0.614766,0.5084490399112267,777572
50,90,2000,2000,61.49753584229391,-0.6995742813977903,60.699999999999996,37.7,0.661341,0.5065611935635257,288389
