Dataset Size,Known Datasets,Training Size,Eval Size,F1,P-value,TPR,FPR,AUC,Chunk-level AUC,Seed
30,1000,2000,2000,38.471449498850916,-14.8270720042531,99.3,95.0,0.46089800000000003,0.49192507360355814,670487
30,1000,2000,2000,54.270047189200746,-1.6210800044273381,71.89999999999999,60.9,0.5662029999999999,0.5021917214875805,116739
30,1000,2000,2000,34.06052316182111,-3.0872526982908806,99.8,99.3,0.39425299999999996,0.49204822629765954,26225
30,1000,2000,2000,59.222505671345246,-3.4413745468877033,77.8,56.89999999999999,0.616567,0.5108332246145315,777572
30,1000,2000,2000,55.161786928914445,-1.292684561998873,73.4,60.5,0.590044,0.5074998008370667,288389
30,900,2000,2000,42.7398989312789,-6.597727668089741,97.6,90.10000000000001,0.49474700000000005,0.491738926300896,670487
30,900,2000,2000,54.45015724055309,-1.836012095201947,75.8,63.4,0.5710189999999999,0.5005008392989128,116739
30,900,2000,2000,33.33333333333333,inf,0.0,0.0,0.384511,0.49395258513198653,26225
30,900,2000,2000,58.15105522600863,-3.48066311790789,74.6,56.3,0.6157889999999999,0.5078546909346353,777572
30,900,2000,2000,56.86976323435021,-1.031022784916649,71.1,55.800000000000004,0.581583,0.5051238334415672,288389
30,800,2000,2000,47.32012763053542,-3.600014995407944,90.7,82.1,0.513382,0.4945633937848851,670487
30,800,2000,2000,45.27536231884057,-12.606875635235905,99.5,88.0,0.5604469999999999,0.4969804321753745,116739
30,800,2000,2000,33.33333333333333,inf,0.0,0.0,0.414914,0.4929850521444241,26225
30,800,2000,2000,57.931207126421526,-4.882443198970712,85.5,64.4,0.624399,0.5096491217636075,777572
30,800,2000,2000,54.77409765627536,-1.2401810347579287,75.7,62.8,0.5671959999999999,0.5056580130737641,288389
30,700,2000,2000,42.72196417764994,-16.805388167314007,99.7,90.8,0.49311800000000006,0.49357219086668486,670487
30,700,2000,2000,44.16925884535165,-14.138859326565665,99.8,89.3,0.55179,0.4987618439752111,116739
30,700,2000,2000,33.59814393531928,-3.042664641457857,99.7,99.7,0.413375,0.49442401545285214,26225
30,700,2000,2000,60.52357363856425,-2.7471854050813516,65.0,43.8,0.629448,0.5090343680407254,777572
30,700,2000,2000,50.61986447281729,-2.538171714574262,86.3,75.6,0.569054,0.5072738055526922,288389
30,600,2000,2000,41.819075049911206,-16.150371982363147,99.9,91.8,0.464472,0.4965253028798997,670487
30,600,2000,2000,48.64430147058823,-3.374395854964419,91.3,80.7,0.549936,0.49743104608580224,116739
30,600,2000,2000,33.33333333333333,inf,0.0,0.0,0.38890600000000003,0.49370254284977433,26225
30,600,2000,2000,56.88264541553975,-2.302515774122693,64.2,50.0,0.579124,0.5064012263424091,777572
30,600,2000,2000,50.11962159398057,-3.4790730970967587,91.5,78.9,0.5882999999999999,0.5078339552027445,288389
30,500,2000,2000,41.49783912793117,-14.688973970803726,99.8,92.10000000000001,0.504062,0.49604820914291625,670487
30,500,2000,2000,45.62460986267166,-4.856969033202161,97.8,87.0,0.551857,0.4966561941954337,116739
30,500,2000,2000,33.33333333333333,inf,0.0,0.0,0.384935,0.49386783041924853,26225
30,500,2000,2000,54.79199587030139,-3.487561776513352,79.10000000000001,65.10000000000001,0.592001,0.5088159400394956,777572
30,500,2000,2000,59.33342972816658,-1.0332072791873006,65.9,46.9,0.619229,0.5088108783500433,288389
30,400,2000,2000,42.73907598983696,-5.607006447202764,97.89999999999999,90.2,0.515375,0.49658586505058366,670487
30,400,2000,2000,52.26404800872886,-1.2416614638991346,80.0,69.6,0.542972,0.49694568995972377,116739
30,400,2000,2000,34.52572689084874,-2.9253059153978715,99.0,98.7,0.40144799999999997,0.49603825216222214,26225
30,400,2000,2000,56.831165172292884,-2.1990480907207552,67.10000000000001,52.6,0.577977,0.5085885868994681,777572
30,400,2000,2000,49.7783543531111,-4.494512952201226,96.0,81.39999999999999,0.594955,0.5068631080105614,288389
30,300,2000,2000,49.19262076955689,-1.354058197365571,85.8,77.3,0.516163,0.49568172282236067,670487
30,300,2000,2000,43.1638160127941,-10.60690099850351,99.9,90.4,0.5341359999999999,0.4972851211383399,116739
30,300,2000,2000,33.33333333333333,inf,0.0,0.0,0.400858,0.4975371412670918,26225
30,300,2000,2000,56.80554733597061,-3.0525897157864073,73.4,57.699999999999996,0.583673,0.5081488635048615,777572
30,300,2000,2000,55.90790599691988,-2.04524535902501,80.7,64.4,0.603525,0.5067647466268581,288389
30,200,2000,2000,43.73145571230563,-10.73589016381554,99.9,89.8,0.49711399999999994,0.49419482606806225,670487
30,200,2000,2000,44.262601702048066,-7.526786337583415,99.8,89.2,0.549994,0.49748734261098065,116739
30,200,2000,2000,33.42201520907484,-4.056812735864931,99.9,99.9,0.42861,0.4972404519584961,26225
30,200,2000,2000,55.21149118038296,-4.062578073820175,80.4,65.3,0.603373,0.509146797048265,777572
30,200,2000,2000,57.44615490757884,-0.9943598613561954,66.2,50.7,0.601478,0.5059464967664717,288389
30,100,2000,2000,43.294336467149634,-5.926601075446072,99.4,90.10000000000001,0.516983,0.4937194718630067,670487
30,100,2000,2000,42.464975632688336,-8.438911777225181,99.8,91.10000000000001,0.538787,0.49734556734612684,116739
30,100,2000,2000,33.795439837848534,-3.304015058838772,99.6,99.5,0.4231309999999999,0.4962940550326218,26225
30,100,2000,2000,55.71847279381582,-2.7249812918733127,61.3,49.6,0.577832,0.5082480408652155,777572
30,100,2000,2000,56.03410805447243,-2.109525343977708,80.7,64.2,0.6096569999999999,0.5073362204906138,288389
30,90,2000,2000,42.893960291439434,-4.40038611283522,98.1,90.10000000000001,0.512977,0.49380437144247535,670487
30,90,2000,2000,46.6312232500986,-4.335534253423564,96.1,85.2,0.5469029999999999,0.49785664549704006,116739
30,90,2000,2000,34.10074786067034,-3.1371351250185175,99.5,99.2,0.43993000000000004,0.49579829454169905,26225
30,90,2000,2000,54.93158183664954,-4.711964964543561,75.5,62.4,0.570802,0.5084490399112267,777572
30,90,2000,2000,56.665970920641506,-1.8446232218724137,82.8,64.60000000000001,0.616003,0.5065611935635257,288389
30,80,2000,2000,42.88570000713929,-7.451794688133837,99.3,90.5,0.502791,0.49406491467976843,670487
30,80,2000,2000,55.49873861586656,-0.7644577475828702,73.9,60.3,0.5707139999999999,0.49791341480924767,116739
30,80,2000,2000,34.93095087221329,-2.4840949270819097,98.9,98.3,0.444263,0.4957984806209858,26225
